num,rate,name,price,diff,updown,buy_hoga,sell_hoga,volume,yes_volume
32.0,250.93,비츠로셀,10650.0,750.0,-6.58%,10650.0,10700.0,202728.0,57769.0
33.0,241.17,세동,710.0,50.0,-6.58%,710.0,722.0,165544.0,48522.0
34.0,236.31,하림,3010.0,30.0,-0.99%,3005.0,3010.0,506449.0,150591.0
35.0,230.34,NICE평가정보,11000.0,700.0,+6.80%,10950.0,11000.0,509969.0,154377.0
36.0,227.02,한국캐피탈,638.0,4.0,-0.62%,638.0,640.0,162125.0,49577.0
37.0,214.72,자연과환경,2080.0,70.0,+3.48%,2080.0,2085.0,1264810.0,401888.0
38.0,212.36,제닉,10150.0,750.0,-6.88%,10150.0,10200.0,145084.0,46448.0
39.0,204.3,포비스티앤씨,1050.0,80.0,-7.08%,1045.0,1050.0,966960.0,317763.0
40.0,201.87,한국컴퓨터,2905.0,125.0,-4.13%,2905.0,2915.0,93953.0,31124.0
41.0,201.5,삼보판지,10150.0,250.0,-2.40%,10100.0,10150.0,68444.0,22701.0
42.0,199.49,아이디스,23450.0,1750.0,-6.94%,23400.0,23450.0,630617.0,210564.0
43.0,195.76,한국선재,2945.0,5.0,+0.17%,2940.0,2945.0,168483.0,56966.0
44.0,189.45,우리산업홀딩스,5020.0,80.0,-1.57%,5010.0,5020.0,30688.0,10602.0
45.0,188.15,아리온,1080.0,55.0,+5.37%,1075.0,1080.0,1943384.0,674433.0
46.0,187.47,무림SP,2910.0,60.0,-2.02%,2885.0,2910.0,50612.0,17606.0
47.0,187.18,에스엔피월드,5810.0,410.0,-6.59%,5810.0,5820.0,132867.0,46266.0
48.0,186.81,아이에이,3120.0,110.0,-3.41%,3120.0,3135.0,173761.0,60583.0
49.0,186.56,룽투코리아,3970.0,240.0,-5.70%,3970.0,3985.0,67804.0,23661.0
50.0,186.02,에스디시스템,2260.0,150.0,-6.22%,2260.0,2265.0,39654.0,13864.0
51.0,185.82,중앙에너비스,46500.0,2200.0,+4.97%,46250.0,46500.0,26373.0,9227.0
52.0,184.36,에프엔에스테크,5080.0,40.0,-0.78%,5060.0,5080.0,27782.0,9770.0
53.0,180.63,이글루시큐리티,4330.0,30.0,-0.69%,4300.0,4330.0,18547.0,6609.0
54.0,180.25,빅솔론,6300.0,90.0,-1.41%,6270.0,6300.0,32907.0,11742.0
55.0,180.24,광진실업,3750.0,60.0,-1.57%,3745.0,3750.0,61460.0,21931.0
56.0,177.75,에프엔씨엔터,9410.0,350.0,+3.86%,9400.0,9410.0,148578.0,53493.0
57.0,175.86,이즈미디어,6080.0,240.0,+4.11%,6000.0,6080.0,29724.0,10775.0
58.0,171.65,하나마이크론,4180.0,200.0,-4.57%,4180.0,4185.0,328866.0,121064.0
59.0,169.88,옴니시스템,2315.0,75.0,-3.14%,2310.0,2315.0,447489.0,165813.0
60.0,169.83,세보엠이씨,10800.0,750.0,-6.49%,10800.0,10850.0,121857.0,45160.0
61.0,168.73,장원테크,11500.0,600.0,+5.50%,11450.0,11500.0,229270.0,85315.0
62.0,166.91,백금T&A,2940.0,95.0,-3.13%,2935.0,2940.0,278004.0,104158.0
63.0,164.23,두올산업,4530.0,140.0,+3.19%,4525.0,4530.0,1626779.0,615676.0
64.0,159.74,알에프텍,5030.0,30.0,+0.60%,5030.0,5080.0,137246.0,52839.0
65.0,155.71,교보비엔케이스팩,2225.0,95.0,+4.46%,2155.0,2225.0,357485.0,139802.0
66.0,155.37,동국S&C,3685.0,270.0,-6.83%,3685.0,3695.0,484487.0,189721.0
67.0,152.42,퓨전데이타,8600.0,420.0,+5.13%,8600.0,8610.0,414087.0,164047.0
68.0,152.41,유성티엔에스,3325.0,10.0,+0.30%,3325.0,3330.0,70944.0,28107.0
69.0,151.78,자이글,6140.0,70.0,+1.15%,6100.0,6140.0,109060.0,43316.0
70.0,151.66,KG이니시스,17300.0,900.0,-4.95%,17250.0,17300.0,232438.0,92361.0
71.0,150.12,다나와,21350.0,750.0,-3.39%,21350.0,21450.0,88624.0,35432.0
72.0,149.75,동원개발,4000.0,60.0,-1.48%,3995.0,4000.0,62898.0,25184.0
73.0,148.11,에프에스티,5180.0,210.0,-3.90%,5180.0,5190.0,286673.0,115545.0
74.0,147.9,인크로스,20550.0,900.0,-4.20%,20550.0,20650.0,23201.0,9359.0
75.0,147.47,코리아에스이,2015.0,15.0,+0.75%,2010.0,2015.0,374636.0,151386.0
76.0,147.12,STC,1605.0,20.0,+1.26%,1600.0,1605.0,1673676.0,677279.0
77.0,145.81,아이원스,12300.0,500.0,-3.91%,12200.0,12300.0,115843.0,47127.0
78.0,142.32,SFA반도체,1865.0,35.0,-1.84%,1865.0,1870.0,300950.0,124195.0
79.0,141.34,알파홀딩스,14850.0,1500.0,+11.24%,14850.0,14900.0,702280.0,290989.0
80.0,138.51,신한제4호스팩,2060.0,0.0,0.00%,2060.0,2075.0,18005.0,7549.0
81.0,138.01,골든브릿지제4호스팩,1735.0,125.0,-6.72%,1735.0,1755.0,263115.0,110546.0
82.0,137.05,다우데이타,10350.0,500.0,-4.61%,10350.0,10400.0,147927.0,62403.0
83.0,136.13,인터플렉스,12100.0,700.0,-5.47%,12050.0,12100.0,301074.0,127501.0
84.0,135.42,아이쓰리시스템,17750.0,800.0,-4.31%,17750.0,18050.0,70009.0,29738.0
85.0,135.36,디엔에프,9680.0,370.0,-3.68%,9660.0,9680.0,112532.0,47813.0
86.0,134.35,제이엠아이,1475.0,5.0,-0.34%,1475.0,1485.0,302814.0,129213.0
87.0,133.31,대림제지,2180.0,55.0,-2.46%,2180.0,2190.0,431889.0,185112.0
88.0,133.27,서원인텍,5380.0,10.0,-0.19%,5380.0,5390.0,24141.0,10349.0
89.0,130.24,피엠지파마,6120.0,320.0,-4.97%,6120.0,6130.0,71961.0,31255.0
90.0,129.38,오공,3275.0,80.0,-2.38%,3275.0,3285.0,359150.0,156572.0
91.0,127.53,아프리카TV,32250.0,2550.0,-7.33%,32200.0,32250.0,436971.0,192047.0
92.0,126.98,미동앤씨네마,3455.0,255.0,-6.87%,3455.0,3460.0,73258.0,32275.0
93.0,126.82,한국정보인증,4550.0,150.0,-3.19%,4545.0,4550.0,95889.0,42276.0
94.0,124.95,루미마이크로,2185.0,65.0,+3.07%,2185.0,2190.0,1211555.0,538589.0
95.0,124.24,인터로조,28350.0,1800.0,-5.97%,28350.0,28450.0,41059.0,18310.0
96.0,124.08,매일홀딩스,13150.0,250.0,-1.87%,13100.0,13150.0,16306.0,7277.0
97.0,123.99,서플러스글로벌,3990.0,55.0,-1.36%,3970.0,3990.0,157728.0,70417.0
98.0,121.25,한국맥널티,10550.0,500.0,-4.52%,10500.0,10550.0,13131.0,5935.0
99.0,120.2,프럼파스트,4300.0,220.0,-4.87%,4300.0,4305.0,55698.0,25294.0
100.0,118.85,오킨스전자,3590.0,205.0,-5.40%,3590.0,3595.0,15705.0,7176.0
